notes,event_type
"A shooting took place in Bacho, Bannang Sata, Yala. The incident is thought to be related to insurgent activities. At least one firearm of an unknown type was used. There were 0 injuries and 1 fatalities.",Violence against civilians
"Sabotage of a high voltage tower/electric pole in Bacho, Bannang Sata, Yala. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 0 injuries and 0 fatalities.",Other
"A shooting took place in Talo Maena, Thung Yang Daeng, Pattani. The incident is thought to be related to local-level tensions. At least one infantry firearm was used. There were 1 injuries and 0 fatalities.",Other
"A bombing took place in Khok Pho, Khok Pho, Pattani. The incident is thought to be related to insurgent activities. At least one conventional explosive was used. There were 0 injuries and 0 fatalities.",Other
"An arrest took place in Chaloem, Ra-ngae, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"Arson took place in Ban Rae, Than To, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Three cases of arson took place in Bannang Sata, Bannang Sata, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Three cases of arson took place in Baro, Yaha, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Six cases of arson took place in Kabang, Kabang, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities in five of the cases. There were 1 injuries and 0 fatalities in one of the cases.",Other
"Arson took place in Kayu Boko, Raman, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Arson took place in Kayu Boko, Raman, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Arson took place in Kayu Boko, Raman, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Arson took place in Kayu Boko, Raman, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Arson took place in Kayu Boko, Raman, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Arson took place in Kayu Boko, Raman, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Arson took place in Kayu Boko, Raman, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Arson took place in Kayu Boko, Raman, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Arson took place in Kota Baru, Raman, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Arson took place in Kota Baru, Raman, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Arson took place in Kota Baru, Raman, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Arson took place in Kota Baru, Raman, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Arson took place in Kota Baru, Raman, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Six cases of arson took place in Krong Pinang, Krong Pinang, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Arson took place in Phron, Mueang , Yala, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Two cases of sabotage took place. In one case, a mobile telephone base station took place in Tanao Pute, Bannang Sata, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Six cases of arson took place in Tanao Pute, Bannang Sata, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Arson took place in Tha Sap, Mueang , Yala, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Arson took place in Tha Sap, Mueang , Yala, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Arson took place in Tha Sap, Mueang , Yala, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Arson took place in Yaha, Yaha, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"Arson took place in Yupo, Mueang , Yala, Yala. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"A bombing took place in Khok Sato, Rueso, Narathiwat. The incident is thought to be related to insurgent activities. At least one explosive device was used. There were 0 injuries and 0 fatalities.",Other
"A shooting took place in Rueso, Rueso, Narathiwat. The incident is thought to be related to insurgent activities. At least one conventional explosive was used. There were 0 injuries and 0 fatalities.",Other
"A shooting took place in Ri Ko, Su-ngai Padi, Narathiwat. The incident is thought to be related to insurgent activities. At least one firearm of an unknown type was used. There were 0 injuries and 1 fatalities.",Violence against civilians
"On 12 Jan, army soldiers from the 1st Army Region held a rally at the offices of the ASTV-Manager newspaper on Phra Arthit Road in Bangkok in order to vent their anger over an article that had attacked the chief army general for failing to protect national interests in the land dispute with Cambodia.",Protests
Two highway police on patrol were shot dead by suspected militants in tambon Ka Lu Bae in Pattani's Sai Buri district on Jan 11. No other details were reported.,Other
Two soldiers providing security for teachers were killed by a bomb in Pattani province in Ban Buenae Peedae in tambon Prachan of Yarang district. No other details were reported.,Other
"A bomb exploded in Narathiwat's Sukhirin district, but there were no casualties reported. The bomb was triggered by an alarm clock and had been placed near a junction where guardsmen met teachers to escort them to school.",Other
A bomb explosion killed one person and injured eight others in Su-ngai Kolok district of Narathiwat. The device was planted in a motorcycle near an ATM. No other details were reported.,Other
"In Narathiwat's Tak Bai district, two soldiers were injured by a bomb blast at a roadside rest area near the Sungai Kolok river. Police said the bomb was probably detonated by cell phone, and was directed at troops on routine patrol.",Other
A teacher was killed by a gunman on a motorcycle in Narathiwat. Police believe the attack was related to southern unrest. No other details were reported.,Violence against civilians
The chief of the tambon Kroch Bon Administrative Organization was shot dead by two gunmen on a motorcycle as he was driving home in Pattani's Sai Buri district. No other details were reported.,Violence against civilians
"In Narathiwat's Si Sakha district, two civilians were killed as they were travelling by motorcycle to tap their rubber trees. They were ambushed by a group of gunmen hiding by the roadside. No other details were reported.",Violence against civilians
An assistant village head was shot by unidentified gunmen as he was tapping rubber in Narathiwat's Sukhirin district. He was seriously injured. No other details were reported.,Violence against civilians
Property destruction: Arsonists in Yala set fire to three telephone boxes in Mueang and Krong Pinang districts by using petrol bombs. No one was injured and no other details were reported. Code for southern Muslim separatists.,Other
"A bombing took place in Prachan, Yarang, Pattani. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 2 injuries and 2 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A shooting took place in Tro Bon, Sai Buri, Pattani. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 0 injuries and 3 fatalities.",Violence against civilians
"On 11 Jan, army soldiers from the 1st Army Region held a rally at the offices of the ASTV-Manager newspaper on Phra Arthit Road in Bangkok in order to vent their anger over an article that had attacked the chief army general for failing to protect national interests in the land dispute with Cambodia.",Protests
"In Narathiwat Province on Jan 10, a military truck was ambushed by militants, injuring four soldiers, as the truck was returning to base in tambon To Deng in Su-ngai Padi district.",Other
"On 10 January 2013, a local leader and canvasser for a Thai Rak Thai candidate was shot dead in tambon Ban Hin Tok in Ron Phibun district (RP, NST) in what police believe may have stemmed from a political conflict.",Violence against civilians
A female school teacher was shot and seriously injured by suspected militants as she was riding her motorcycle to work in Narathiwat province. Police say the attack was probably linked to southern militant violence.,Violence against civilians
"A shooting took place in Khok Khian, Mueang , Narathiwat, Narathiwat. The incident is thought to be related to insurgent activities. At least one handgun was used. There were 3 injuries and 0 fatalities.",Other
"A bombing took place in Khok Khian, Mueang , Narathiwat, Narathiwat. The incident is thought to be related to insurgent activities. At least one motorcycle bomb was used. There were 2 injuries and 0 fatalities.",Other
"A bombing took place in Samakkhi, Rueso, Narathiwat. The incident is thought to be related to insurgent activities. At least one conventional explosive was used. There were 0 injuries and 0 fatalities.",Other
"A clash took place in Chang Phueak, Chanae, Narathiwat. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 0 injuries and 0 fatalities.",Other
"In Pattani, one soldier was killed and five others injured in an ambush on the outskirts of a village in Mueang Pattani district on Jan 5. The soldiers were traveling in a military truck on their way to work in tambon Ta Lu Bo. There was a brief gunfight.",Other
"An assault with no weapons took place in Paluka Samo, Bacho, Narathiwat. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Violence against civilians
"A violent disturbance involving tire burning took place in Paluka Samo, Bacho, Narathiwat. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"A violent disturbance involving tire burning took place in Riang, Rueso, Narathiwat. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"A clash took place in Talubo, Mueang , Pattani, Pattani. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 4 injuries and 1 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"Over 200 workers of an underwear-making company in Saraburi came out to protest against the company's abrupt closure of its factory and the avoidance of paying the new minimum wages. The company is Vena Garments Co., which is located in Wuhan Daeng district.",Protests
"A shooting took place in Lamphu, Mueang , Narathiwat, Narathiwat. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 0 injuries and 0 fatalities.",Other
"Arson took place in Manang Tayo, Mueang , Narathiwat, Narathiwat. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"A search took place in Bukit, Cho-Ai Rong, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"The demolition of an explosive device took place in Chanae, Chanae, Narathiwat. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 0 injuries and 0 fatalities.",Other
"A shooting took place in Talo Maena, Thung Yang Daeng, Pattani. The incident is thought to be related to local-level tensions. At least one firearm of an unknown type was used. There were 0 injuries and 0 fatalities.",Other
"A search took place in Talo Tue Raman, Kapho, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
The driver of a tambon administration organization (TAO) vehicle was seriously wounded when a gunman attacked a pickup carrying five local officials in Narathiwat's Ra-ngae district in Bang Bango Sato. No other details were reported.,Violence against civilians
"The demolition of an explosive device took place in Thung Phala, Khok Pho, Pattani. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 0 injuries and 0 fatalities.",Other
"A bombing took place in Bannang Sata, Bannang Sata, Yala. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 1 injuries and 0 fatalities.",Other
More than 700 residents in Wang Saphung district of Loei gathered outside a public hearing in the Loei provincial hall in tambon Khao Luang where talks on the expansion of a gold mining operation in their area were taking place.,Protests
A female defense volunteer was seriously injured in a drive-by shooting in Narathiwat's Chanae district in tambon Chang Phueak on Dec 23. She was shot by a gunman riding pillion on a motorcycle while she was driving her own motorcycle.,Other
"A search took place in Bue Re, Sai Buri, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Pase Yawo, Sai Buri, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Tanyong Chueng-nga, Yaring, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"About 1,000 mostly Muslim residents joined a rally led by a religious leader in Narathiwat's Ra-ngae district at Long Gong Roundabout in Ban Tanyongmat municipality to condemn violence and put a stop to the creation disunity among different faiths.",Protests
Property destruction: Dozens of closed circuit televisions (CCTV) in Pattani's Sai Buri district were burnt-26 total-as officials believe presumed militants aimed to destroy the equipment ahead of attacks. No other details were reported.,Other
"A bombing took place in Tha Muang, Thepa, Songkhla. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 0 injuries and 0 fatalities.",Other
A police officer was shot and killed while manning a road checkpoint in Yala's Krong Pinang district on Dec 21. Police said militants may have been hiding in a house in the area and used a rifle equipped with a telescopic sight to shoot the victim at long range.,Other
A Thai animal protection group demonstrated outside the German embassy in Bangkok against a German national who stabbed a dog to death last month. About 50 members of the Call for Animal Rights Thailand and Animal Lovers in Thailand gathered outside the embassy.,Protests
"Heavily armed men carrying containers of benzene burned a Tambon Administrative Organization office in Narathiwat's Bacho district to the ground after demanding to know whether there were any Buddhists present. Thirteen staff were in the building when the attack happened, however, no one was injured.",Violence against civilians
"The demolition of an explosive device took place in Phadung Mat, Chanae, Narathiwat. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 0 injuries and 0 fatalities.",Other
"A search took place in Tanyong Mat, Ra-ngae, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"Three cases of arson took place in Tabing, Sai Buri, Pattani. The incident is thought to be related to insurgent activities. At least one incendiary device was used. There were 0 injuries and 0 fatalities.",Other
"A search took place in Na Ket, Khok Pho, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A shooting took place in Krong Pinang, Krong Pinang, Yala. The incident is thought to be related to insurgent activities. At least one firearm of an unknown type was used. There were 0 injuries and 1 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A report/surrender took place in Yarang, Yarang, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
Relatives of demonstrators killed during the 2010 bloodshed on December 17 disrupted a Human Rights Day event of the National Human Rights Commission by storming into its office at the Government Complex in Bangkok. They demanded that the NHRC explain why its report on the 2010 political violence had not yet been officially released.,Protests
"On 17 December 2012, a Democrat Party deputy spokesman and lawyer was severely attacked in Bangkok near his home on Soi Bang Na-Trat 19 in Bang Na district (BN, Bangkok). The victim was a Democrat party-list MP, close to Democrat chief advisers, and handling several legal cases for the party. Police believe the attack was related to politics but no other details were reported.",Violence against civilians
"A local transport pickup carrying government workers including teachers was ambushed by presumed militants in Narathiwat's Cho-airong district, killing two people while five were wounded. While the truck was traveling in Bukit sub-district, the attackers sprayed the truck with gunfire.",Violence against civilians
"A search took place in Tanyong Mat, Ra-ngae, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A shooting took place in Lamphu, Mueang , Narathiwat, Narathiwat. The incident is thought to be related to insurgent activities. At least one handgun was used. There were 0 injuries and 1 fatalities.",Violence against civilians
"A search took place in Balo, Raman, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Balo, Raman, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Balo, Raman, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Balo, Raman, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Balo, Raman, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Balo, Raman, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Balo, Raman, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Balo, Raman, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Balo, Raman, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Balo, Raman, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Balo, Raman, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Balo, Raman, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Balo, Raman, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Balo, Raman, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"Animal rights advocates rallied outside a house in Sattahip in Chon Buri, belonging to a German who stabbed a two-year-old Golden Retriever to death last month after the dog attacked his Rottweiler.",Protests
"On Dec 14, six paramilitary rangers travelling in an armored patrol vehicle were slightly injured by a bomb explosion on a road in Narathiwat's Cho-Airong district in Ban Ban Ai Pa Yae. The attackers, hiding in the forest, opened fire on the rangers. A 15-minute gunfight ensued. Police blame separatist militants.",Other
"A search took place in Tha Kamcham, Nong Chik, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Tha Kamcham, Nong Chik, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Tha Kamcham, Nong Chik, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Chaloem, Ra-ngae, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"The demolition of an explosive device took place in Kadunong, Sai Buri, Pattani. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 0 injuries and 0 fatalities.",Other
"A clash took place in Paku, Thung Yang Daeng, Pattani. The incident is thought to be related to insurgent activities. At least one firearm of an unknown type was used. There were 0 injuries and 0 fatalities.",Other
"A deputy village headman in Narathiwat province was shot dead by a gunman riding pillion on a motorcycle while on his way to work at a rubber plantation. Police suspect the gunman and his accomplice are part of the militant insurgency in Yala, Pattani and Narathiwat.",Violence against civilians
"At least five men attacked Ban Ba Ngo School in Mayo district in Pattani, killing the school director and a teacher. No other details were reported.",Violence against civilians
"In a teashop in Ra-ngae district in Narathiwat, gunmen who arrived in a pick-up truck sprayed bullets from AK47 and M16 rifles at customers, killing four people and injuring another four.",Violence against civilians
"A search took place in Baraho, Mueang , Pattani, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Lipa Sa-ngo, Nong Chik, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A shooting took place in Budi, Mueang , Yala, Yala. The incident is thought to be related to insurgent activities. At least one firearm of an unknown type was used. There were 0 injuries and 0 fatalities.",Other
"A search took place in Kholo Tanyong, Nong Chik, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"More than 1,000 Thai university students from about 90 different universities rallied in Bangkok at the Bangkok Art and Culture Center to protest government corruption and pledged to not take part in the graft that pervades much of Thai society.",Protests
"About 20 people staged a rally in front of the Matichon newspaper offices in Bangkok to protest against a controversial poem published on the daily's front page on December 5, the King's birthday. The poem was deemed to be offensive to the monarchy.",Protests
"Three searches took place in Karubi, Kapho, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A bombing took place in Pho Ming, Panare, Pattani. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 0 injuries and 0 fatalities.",Other
"A robbery of weapons took place in Karubi, Kapho, Pattani. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 0 injuries and 0 fatalities.",Other
"A search took place in Phron, Mueang , Yala, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Phron, Mueang , Yala, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
Property destruction: An arson attack at a school in Pattani's Panare district marred the reopening of the province's 332 schools which had closed for a week following the shooting of a teacher in November. The attack was carried out by 15 armed men. No other details were reported.,Other
A teacher was shot and seriously wounded in Sungai Padi district of Narathiwat province. The teacher of Ban Boko School in tambon Sako was riding home on his motorcycle after school when he was attacked by a pillion rider on a motorcycle who opened fire on him. No other details were reported.,Violence against civilians
An unknown number of gunmen shot dead a defense volunteer in Pattani Province's Sai Buri district while he was riding home for work (assumed unarmed) in a rubber plantation. Police believe the shooting was intended to foment violence in the area.,Violence against civilians
"A shooting took place in Ri Ko, Su-ngai Padi, Narathiwat. The incident is thought to be related to insurgent activities. At least one handgun was used. There were 1 injuries and 0 fatalities.",Other
"Three searches took place in Tuyong, Nong Chik, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"Property destruction: A number of armed militants set fire to Ban Thasu School in Panare district of Pattani province, damaging one room. No other details were reported.",Other
"In Pattani, a government informant was shot by a pillion rider on a motorcycle while riding his motorcycle from a rubber plantation in Sai Buri district. No other details were reported.",Violence against civilians
Militants bombed a CD shop and the home of a police officer in Pattani's Yaring district. The attacks left two people injured and four houses damaged. No other details were reported.,Other
"A shooting took place in Maruebo Ok, Cho-Ai Rong, Narathiwat. The incident is thought to be related to insurgent activities. At least one handgun was used. There were 0 injuries and 1 fatalities.",Violence against civilians
"An arrest took place in Ba-ngo Sato, Ra-ngae, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A bombing took place in Yamu, Yaring, Pattani. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 3 injuries and 0 fatalities.",Other
"A shooting took place in Bang Po, Mueang , Narathiwat, Narathiwat. The incident is thought to be related to local-level tensions. At least one infantry firearm was used. There were 0 injuries and 1 fatalities.",Violence against civilians
"A search took place in Than To, Than To, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"An arrest took place in Khuan, Panare, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A shooting took place in Paku, Thung Yang Daeng, Pattani. The incident is thought to be related to insurgent activities. At least one infantry firearm was used. There were 1 injuries and 0 fatalities.",Other
"A bombing took place in Donsai, Mai Kaen, Pattani. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 5 injuries and 1 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Khao Tum, Yarang, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"On 30 November 2012, Thai and Cambodian soldiers exchanged fire several kilometres west of the Preah Vihear temple. Coded at Sao Thong Chai, Sisaket province-location of park on Thai side next to the temple. The Cambodian soldiers had been helping four loggers to cross the border into Thailand.",Other
"On 30 November 2012, Thai border guards allegedly opened fire on a group of eight Cambodian villagers illegally logging rosewood, killing two of them. The villagers were crossing the border into Thailand on the northern side of the Preah Vihear temple. Location coded in Thailand: Sao Thong Chai, Kantharalak, Sisaket province, Thailand.",Violence against civilians
"A search took place in Thung Khla, Sai Buri, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
Residents of local communities in Kanchanaburi province staged a protest against a local high school they complain is allowing its students to drink alcohol and steal from people in their district.,Protests
A former village headman was killed and a territorial defense volunteer wounded in a drive-by shooting in Pattani's Yaring district in Ban Cha Rang. Police blamed separatist militants.,Other
"A search took place in Charang, Yaring, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A shooting took place in Mo Mawi, Yarang, Pattani. The incident is thought to be related to insurgent activities. At least one handgun was used. There were 0 injuries and 1 fatalities.",Violence against civilians
"A shooting took place in Prachan, Yarang, Pattani. The incident is thought to be related to local-level tensions. At least one handgun was used. There were 0 injuries and 1 fatalities.",Violence against civilians
"Two searches took place in Cha-kwa, Raman, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
Three soldiers were slightly wounded when militants fired M79 grenades at an army base near a school in tambon Bacho in Yala Province's Bannang Sata district on Nov 26.,Other
"An arrest took place in Tanyong Mat, Ra-ngae, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A bombing took place in Sala Mai, Tak Bai, Narathiwat. The incident is thought to be related to insurgent activities. At least one improvised explosive device (IED) was used. There were 3 injuries and 0 fatalities.",Other
"A search took place in Tuyong, Nong Chik, Pattani. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Cha-kwa, Raman, Yala. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"Police fired tear gas at anti-government demonstrators during their demonstration in Bangkok, saying demonstrators tried to break into the Government House and failed to follow police's warnings. The demonstrators gathered to call for Prime Minister Yingluck Shinawatra's ouster. During the confrontation between the demonstrators and police, five policemen were injured and 61 others were wounded.",Riots
"A search took place in Lalo, Rueso, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A search took place in Chaloem, Ra-ngae, Narathiwat. The incident is thought to be related to counter-insurgency activities. No weapons were used. There were 0 injuries and 0 fatalities. State forces assumed to be military. State forces assumed to be military.",Other
"A bombing took place in Bang Po, Mueang , Narathiwat, Narathiwat. The incident is thought to be related to insurgent activities. At least one motorcycle bomb was used. There were 2 injuries and 0 fatalities.",Other
