notes,event_type
"On 27 January 2018, Indonesia's Sharia police arrested 12 trans women in North Aceh regency, Aceh province, and shaved their heads and forced them to wear typical male clothing in an effort to ""turn them into men"". This was part of ""operasi penyakit masyarakat"" or ""community sickness operation"". They also forced them to do mock military exercises, to strip naked, had six of them shave their heads and urinate for drug tests, among other humiliations. One woman had a warning shot fired to scare her when she didn't comply.",Violence against civilians
"On January 25, in Bekasi, dozens of people were injured and vehicles were damaged after a brawl involving several mass organizations broke out in front of the Bekasi mayor's office over a movement that was protesting over alleged illegal parking levies policy.",Riots
"On January 22, in Sukolilo, hundreds of farmers staged a rally to protest against the government's plan to import rice, stating that it will lower local rice prices.",Protests
"On January 17, in Merdeka Jakarta, a large group of protesting fishermen rallied at the National Monument Square just across the road in front of the Presidential palace demanding the lifting of ban on fishing with cantrang, which is called trawl by Maritime Affairs and Fisheries Minister Susi Pudjiastuti.",Protests
"On January 12, in Jakarta, dozens of Muslims rallied outside the offices of Facebook to protest the blocking of accounts linked to a hardline Islamist group. The crowd, calling themselves the Alliance against Facebook's Atrocity, accused the US-based social network of double standards in policing content deemed to be violating its terms of service.",Protests
"On January 4, in Banda, Indonesian security forces have retaken control of a prison in the country's west following a riot that began when three inmates refused to be transferred to another prison. Angered inmates torched the Banda Aceh prison.",Riots
"On 3 January 2018, a group of 30 indigenous Papuans, men, women and children, were intercepted by military members in Kilo seven in Napua district coded at Wamena town, Jayawijaya regency, Papua province. They were questioned while being beaten with hands and rifle butts. They allegedly found ammunition and arrested everyone. Women and children were released after 7 hours, while the men remained. Police officers isolated three students and were tortured during interrogation. At least eleven detainees sustained injuries after torture.",Violence against civilians
"On January 1, in Tembagapura, Amole police engaged in a shootout with armed Free West Papua actors. There were no injuries reported.",Other
"On 1 January 2018, a group of friends went to a military outpost in Kenyam district, Nduga Regency, Papua province, to purchase a motorcycle. A dispute escalated into a brawl when a Papuan tried to enter the military post and the members pushed him outside. He then reportedly picked up a machete and injured one military officer's hand. He was then beaten by other military officers and one released a shot and injured one of the friends. Six members dragged the Papuan in to further torture him. After severe beatings he was pronounced dead.",Riots
"On December 18, in Tanjungbalai, thousands of people staged a rally to lend support to the Palestinian people's struggle and condemn US President Donald Trump's unilateral recognition of Jerusalem as Israeli capital. Various Muslim organizations were involved in the demonstration, including the Tanjungbalai Islamic Propogation Council and the Ummat Islam Forum (FUI).",Protests
"On December 17, in Jakarta, a number of participants of the Rally for the Defence of Palestine moved their demonstrations to the National Monument to the US Embassy. In front of the US Embassy.",Protests
"On December 15, in Meulaboh, some 77 Islamic and youth organizations in West Aceh district staged a rally to show their solidarity with Palestine and to denounce the US unilateral recognition of Jerusalem as Israel's capital. The KNPI was one organization present.",Protests
"On December 11, in Jakarta, hundreds of protesters again held a rally in front of the US Embassy, here, Monday, in protest of President Donald Trump's Jerusalem decision. The demonstrators called on the Indonesian government to sever diplomatic relations with the US and deport the US diplomats from Indonesia if the US government does not reverse its decision on Jerusalem.",Protests
"On December 10, in Jakarta, thousands of Indonesian Muslims protested against US President Donald Trump's recognition of Jerusalem as the capital of Israel, in the latest global show of solidarity with the Palestinians.",Protests
"On December 8, in Gambir in Jakarta, in protest of the US announcing its moving of its Embassy to Jerusalem, several hundred Muslims (including NU members) congregated outside the US Embassy to demonstrate. The Aqsa Working Group was one of the organizations represented.",Protests
"On December 8, in Makassar, in protest of the US announcing its moving of its Embassy to Jerusalem, Muslim protestors and university students burnt US flags and demanded that the Indonesian government sever diplomatic ties with the US.",Protests
"On December 8, in Surabaya, some 2,000 protesters staged a rally in front of the US Consulate General office in protest against the US moving its Embassy to Jerusalem.",Protests
"On December 8, in In Yogyakarta, over hundred protestors condemned the US and Israel, and collected funds for the Palestinian people fighting for their independence.",Protests
"On December 8, in Semarang, thousands of members of the PKS rallied to condemn the US recongition of Jerusalem as the capital of Israel outside the Balturrahman Grand Mosque.",Protests
"On December 8, in Bengkulu, hundreds of people protested in front of Baitul Izzah Mosque, and signed a petition against the US decision to move their embassy to West Jerusalem on a five-meter white cloth.",Protests
"On November 1, in Tembagapura, a convoy of PT Freeport Indonesia's trailer trucks were attacked by an armed group who was affiliated with the Free Papua Movement who had attacked police units several times throughout November. The truck drivers sustained injuries.",Violence against civilians
"On November 22, police near Timika in Papua have charged eight officers from the Mimika District Police with torturing a journalist from online news site Okezone.",Violence against civilians
"On November 20, Hundreds of people have left villages in Papua that were at the center of clashes with separatists. It was the second evacuation from the region near the U.S.-owned Grasberg gold and copper mine in a week.",Other
"On 19 November 2017, a demonstrator that had been dragged out of his house by the military a month earlier for alleged drunken misconduct during a demonstration, was transferred to the custody of police officers in the Kimaam Police Precinct in Kimaam district, Merauke regency, Papua province. Later that night, his family was informed that he died.",Violence against civilians
"On 18 November 2017, three military officers unlawfully arrested and tortured a Papuan at the Yalet military post in Kimaam district, Merauke regency, Papua province. He passed away from the severe injuries sustained from the torture.",Violence against civilians
"On November 15, a gunmen shot and killed an Indonesian police officer in the latest suspected attack by suspected TPNPB separatists, part of the Free Papua Movement (OPM), near a giant gold and copper mine in easternmost Papua.West Papua National Liberation Army have been involved in other separatist attacks on police in the area.",Other
"On 15 November 2017, villagers from Woner village staged a demonstration in Kimaam district, Merauke regency, Papua province to draw attention to the role of their village leaders in the alleged misuse of funds earmarked for development projects in the area over a period of three years. One village leader complained to the military at Yalet post that some young demonstrators had consumed alcohol and were behaving unruly. They weren't found as they fled to a nearby forest. [size=no report]",Protests
"On November 12, Indonesian police shot and killed two unidentified men who burned down a remote police station in the West Sumatra district of Dharmasraya; although no police were injured. The men were thought to be connected to a violent Islamist organization, given that police confiscated bows and arrows, bayonets, a knife and a handwritten message with militant content.",Other
"On 7 November 2017, a Papuan worker was reported disappeared on his way home in Tembagapura district, Mimika Regency, Papua province. He'd been rerouted by a police and military barricade. When on the phone with his family, gunshots were heard in the background and he hasn't been seen since. Police reported that he died on 9 November and had been buried by his family, which the family has refuted.",Violence against civilians
There was an exchange of fire between a police squad and armed actors on Monday in Bima district in West Nusa Tenggara province that killed two unidentified armed actors.,Other
"On Wednesday, an armed group of Free Papua Movement actors attacked a police patrol vehicle at the 60-mile mark on an access road to PT Freeport Indonesia's mine in Tembagapura, Mimika District, Papua Province. There were no injuries.",Other
"On Tuesday, the Free Papua Movement group attacked a vehicle of Tembagapura District Hospital's medical team that was carrying a post-natal patient in Utikini Village in Tembagapura.",Violence against civilians
"Armed Free Papua Movement group made an attack on early Monday when the police attempted to retrieve the body of First Brigadier Putra near Utikini Bridge in Tembagapura, and in the process, four police personnel suffered injuries.",Other
"On Sunday, First Brigadier Berry Pramana Putra from the mobile brigade corps was shot dead by Free Papua Movement fighters at Utikini Bridge in Tembagapura.",Other
"On Saturday evening near Tembagapura, gunmen from the Free Papua Movement launched attacks near a U.S.-owned gold and copper mine in eastern Indonesia, wounding two policemen.",Other
"On Saturday morning in Tembagapura, gunmen from the Free Papua Movement launched attacks Saturday near a U.S.-owned gold and copper mine in eastern Indonesia, wounding a civilian, an Indonesian man who was driving a car.",Violence against civilians
"An anti-communist demonstration in Jakarta led by hardline Islamic groups (including the FPI and HuT) attracted about 3,000 people on Friday, the crowd dwarfed by 20,000 police officers deployed in case the group turned unruly.",Protests
"On Monday, a mob opposed to public discussion of Indonesia's 1965 massacre of communists tried to force its way into a Jakarta building (near the Legal Aid Institute, in the Menteng area) where they believed communists were meeting, injuring five policemen. 22 people were arrested early Monday for rioting and five officers were injured in the confrontation.",Riots
"Thousands of people from some 30 mass organizations staged a rally in downtownJakartaon Saturday to express their solidarity with the Rohingya people. Members of the Justice Prosperous Party (PKS), Islam Defenders Front, Muhammadiya's Youth Wing, and the Indonesian Buddhist Association, as well as the public, in general, took part in the rally called ""Defend Rohingya 169."" A high-ranking member of the Gerindra Party also gave a speech.",Protests
"Several thousand people marched in Indonesia's capital Jakarta on Wednesday, calling on the government of the world's most populous Muslim nation to put more pressure on Myanmar to halt the persecution of its Rohingya Muslim minority. The protest was organized by the FPI but joined by a number of mainstream Muslim groups as well.",Protests
"More than 100 people of the ""Professional Community for Rohingya Humanitary"" staged a rally in front of the Myanmar Embassy (Menteng area) inJakarta, Saturday, to demand the Myanmar government to stop the Rohingya ethnic minority genocide.",Protests
"On Thursday (August 24) thousands of members of mass organizations affiliated with Indonesia's largest Islamic organization Nahdlatul Ulama [NU] and students of Madrasah Diniyah (Islamic elementary schools) and Quran reading classes staged a rally to protest the implementation of the Education and Culture Ministry's full-day school policy in the Sriwedari area of Surakarta city, Central Java.",Protests
"On Saturday, August 19, thousands of striking employees damaged and burned PT Freeport Indonesia's [US mining company operating in Indonesia] facilities such as the office of Gorong-Gorong Terminal, in Timika, Papua. The destruction of the Timika Terminal facilities was triggered due to the forceful dissolution of striking employees by police on PT Freeports main road linking the Amamapare port with Timika and Tembagapura, near Check Point 28.",Riots
"On August 16, Indonesian police foiled planned toxic gas attacks on the Presidential Palace and at least one police headquarters. Police made the arrests of five suspected Islamic militants (JAD) in Bandung, 140km from Jakarta, and the seizure of toxic chemicals marked an escalation in the capability of militants in Indonesia.",Other
"On 9 August 2017, a military officer killed a Papuan fisherman at the Poumako Port in Timika city, Mimika regency, Papua province, during a dispute over customary fishing groups between indigenous local fisherfolk and migrant fishers.",Violence against civilians
"On 1 August 2017, dozens of villagers entered the company compound and destroyed a tent owned by the company in Oneibo village, Deiyai regency, Papua province, after they refused to lend them a car to bring the victim of drowning to a nearby hospital. When the police arrived, including Brimob, the demonstrators threw stones at them. The police opened fire into the crowd with warning hitting one demonstrator in the thighs and stomach, which later resulted in his death, and injured at least ten other demonstrators. A statement later released by police alleged they'd used rubber bullets and fired warning shots. [size=dozens]",Riots
One person was killed and 12 others were wounded after supporters of rival candidates in the election of head of Puncak Jaya district in the Indonesian eastern province of Papua clashed on Saturday.,Riots
"In Bandung, West Java, thousands of people joined a rally to protest Israel's move to protest Israeli measures on Al Alqsa Mosque compound on Friday.",Protests
"Members of various organizations held a rally in Jakarta on Friday to protest Israeli measures on Al Alqsa Mosque compound - Islam's third holiest site. Among mass organizations joining the protests were Al Azhar Islamic Boarding School Foundation, Aqsa Working Group, Aspac For Palestine, Lazis Dewan Dakwah, KISPA, BSMI, ACT, Indonesia Without JIL, FLP, Spirit of Aqsa, KNRP, ADARA, Friends of AQSA, Rafah Islamic boarding school, Azzikra Council, AWG, Khairu Ummah, Jakarta Synergy, PUI, Care for Hijab, Gemas, LMI, and Bidik Production.",Protests
"On Thursday, a silent protest in front of the Indonesian Presidential Palace in Jakarta has convened, like it has every Thursday afternoon for the last 10 1/2 years, and its participants have no plans to stop until the government addresses their human rights concerns, many dating back to the Suharto era. The regulars carry black umbrellas, necessary for a recurring event in a city where it rains every month of the year.",Protests
"A suspected Islamic militant on Friday evening stabbed two members of mobile-police brigade while they after Isha prayer in Falatehan Mosque (Kebayoran Baru area) in South Jakarta, shouting ""Allahu Khbar"" before being killed. He was shot dead after the police fired two warning shots.",Other
"Two men attacked police on guard at a security checkpoint at the North Sumatra Police headquarters early Sunday [25 June] morning, just before Idul Fitri, leaving one officer dead. The perpetrators stabbed and killed Adj. First Insp. Martua Singalinging .",Other
"Covering the Indonesia Open Badminton Tournament 2017, Ricky Prayoga, an Antara journalist, fell victim of a violence committed by some Indonesian Polices Mobile Brigade personnel at the Jakarta Convention Center in Jakarta on Sunday. The violence against Prayoga was recorded by a video, which later became viral in social media. From the video, Prayoga was seen dragged and smothered by some members of Mobile Brigade Police to a certain place, but he managed to release himself.",Violence against civilians
Greenpeace Indonesia staged a protest in front of the U.S. embassy (Gambir area) in Jakarta on Wednesday over the decision of U.S. President Donald Trump withdrawing from the Paris Agreement on climate change.,Protests
"On Wednesday, two suspected suicide bombings rocked a bus terminal in the Indonesian capital, Jakarta, killing at least three police officers. Five other officers and five civilians were wounded in the attacks. ISIS [Islamic State in Iraq and Syria] has claimed responsibility for the bomb attack in Kampung Melayu, East Jakarta. 5 total fatalities.",Other
"Two members of Mujahiddin of East Indonesia who are blamed for attacks in Poso, Central Sulawesi, were reported to have been shot and killed during a gunfight with the joint military/police Tinombala Operation Task Force on Monday. In the gunfight in the village of Kilo, Poso Pesisir sub-district, a task force member, identified as first-private Zulfikar, was wounded.",Other
"Thousands of people of Biak Numfor, in far off region of Papua, expressed sympathy for detained non active Jakarta Governor Basuki Tjahaja Purnama (Ahok) with a candlelight demonstration at Adam Manggara Park in the district of Samofa, on Friday night.",Protests
"On Friday, in Jakarta, tens of thousands of people generally wearing white Muslim caps and clothing joined the massive demonstration to demand from the panel of judges trying the blasphemy case of this incumbent Jakarta governor, popularly known by his nickname ""Ahok"" for reaching a just and fair verdict.",Protests
"Chief Police Brigadier Awaluddin Elwakhan was shot by an armed individual in Tiom, Lanny Jaya District,Papua,on Monday. The police officer was in a kiosk located in Tiom Market when an armed man shot him twice in the back of his head.",Other
"On April 20, conservative clerics and fringe Islamist group the Islamic Defenders Front (FPI) protested governor Ahok outside the courthouse in South Jakarta.",Protests
"On April 11, a prominent Muslim leader was attacked by unidentified actors with acid while on his way home after performing morning prayers in a mosque near his house in Kelapa Gading, North Jakarta, on Tuesday.",Violence against civilians
"On April 8, six militants were killed in a firefight with joint military/police forces in Tuban, East Java.",Other
"On March 31, a large rally initiated by the Muslim People's Forum (FUI) to demand the dismissal of Jakarta Governor Basuki ""Ahok"" Tjahaja Purnama took place in Central Jakarta.",Protests
"On March 31, thousands of Muslims marched in Indonesia's capital, calling for the jailing of the city's minority Christian governor. The protesters marched from Istiqlal Mosque in central Jakarta to the nearby presidential palace, which was under heavy police guard.",Protests
"On March 24, several hundred protesters from a group called Forum for Bekasi Muslim Friendship staged a demonstration in front of the Santa Clara church in Kaliabang, a neighborhood of Bekasi city. Police fired tear gas as the protesters tried to force their way into the church. Some protestors also threw rocks and bottles into the site.",Riots
"On March 23, Indonesia's counterterrorism squad, Detachment 88, killed a Jemaah Anshorut Daulah member and wounded another as they tried to escape a police ambush.",Other
"On March 20, around 400 students from a number of campuses took to the street in Mimika Baru asking the government to close PT Freeport Indonesia.",Protests
"On March 19, about 50 farmers and activists opposed to a cement factory in Indonesia's Central Java province have encased their feet in concrete during a daylong protest in Menteng in Jakarta.",Protests
"On March 14, hundreds of people from Solidaritas Peduli Bangsa (Nation Care Solidarity) took to the street at the Timika Indah Traffic Roundabout, voicing their opposition to Freeport Indonesia and affirming their support to the government.",Protests
"On March 8, in Pontianak, the Alliance Independent Journalists (AJI) marched in the city with some community members and students to protest violence against women.",Protests
"On February 27, Indonesian police shot and killed a suspected Jemaah Ansharut Daulah member in the West Java capital of Soreang in Badung after his bomb exploded in a vacant lot and he fled into a municipal building and set it alight.",Other
"On February 13, in Genteng in Surabaya, Indonesian Muslim school students staged a protest against Valentine's Day, denouncing what they said was a Western celebration that celebrates Western values.",Protests
"On February 11, rivals of Jakarta's governor joined thousands of Muslims at Masjid Istiqlali in Sawah Besar to protest against the governor.",Protests
"On February 6, in Bandung City, hundreds of workers staged a rally in front of the West Java governor's office to protest against the entry of illegal foreign workers whom they fear will threaten local workers.",Protests
"On February 4, in Jakarta, Indonesian students protested President Donald Trump's immigration policy outside the U.S. embassy in the Gambir area.",Protests
"On January 26, in the Cibeunying Kaler sub district of Bandung, members of the API staged a peaceful rally outside the State Building to protest against any efforts to criminalize ulemas.",Protests
"On January 23, 2,000 supporters of Front Pembela Islam (FPI) Muslim Cleric Habib Rizieq Shihab staged a street protest outside the Jakarta police headquarters near Masjid Agung Al-Azhar mosque in Kebayoran Baru, Jakarta",Protests
"On December 21, in South Tangerang (South Tangerang, Banten), Detachment 88 (Densus 88) shot and killed three alleged militants during a raid.",Other
"On December 20, in Poso regency (South Sulawesi), a member of the National Armed Forces (TNI) was killed in a firefight between Tim Nanggala 8 of Tinombala Task Force and the East Indonesian Mujahideen (MIT) group.",Other
"On 19 December 2016, at least 528 people, including children, were arrested for coordinated peaceful political activities in cities across Indonesia. This included Jayapura city, Papua province. Everyone was released the next day without charge, except two activists from the KNPB who remained in detention by the Jayapura Resort Police. [size=no report]",Protests
"On 19 December 2016, at least 528 people, including children, were arrested for coordinated peaceful political activities in cities across Indonesia. This included Merauke city, Papua province. Everyone was released the next day without charge. [size=no report]",Protests
"On 19 December 2016, at least 528 people, including children, were arrested for coordinated peaceful political activities in cities across Indonesia. This included Nabire city, Papua province. Everyone was released the next day without charge. [size=no report]",Protests
"On 19 December 2016, at least 528 people, including children, were arrested for coordinated peaceful political activities in cities across Indonesia. This included Wamena city, Jayawijaya regency, Papua province. Everyone was released the next day without charge. [size=no report]",Protests
"On 19 December 2016, at least 528 people, including children, were arrested for coordinated peaceful political activities in cities across Indonesia. This included Yogyakarta city. Everyone was released the next day without charge. [size=no report]",Protests
"On 19 December 2016, at least 528 people, including children, were arrested for coordinated peaceful political activities in cities across Indonesia. This included Gorontalo city. Everyone was released the next day without charge. [size=no report]",Protests
"On 19 December 2016, at least 528 people, including children, were arrested for coordinated peaceful political activities in cities across Indonesia. This included Manado city, North Sulawesi province. Everyone was released the next day without charge. [size=no report]",Protests
"On December 6, in Bandung (Bandung, West Java), there was a protest by dozens of Ahlu Sunnah Defenders (PAS) members against services of The Reformed Injili Indonesia Church.",Protests
"On December 2, in Jakarta province, protestors took out a massive demonstration against Jakarta Governor Basuki ""Ahok"" Tjahaja Purnama.",Protests
"On December 2, in Medan (Medan, North Sumatra), protestors took out a massive demonstration against Jakarta Governor Basuki ""Ahok"" Tjahaja Purnama.",Protests
"On December 2, in Semarang (Semarang, Central Java), protestors took out a massive demonstration against Jakarta Governor Basuki ""Ahok"" Tjahaja Purnama.",Protests
"On December 2, in Makassar (Makassar, South Sulawesi), protestors took out a massive demonstration against Jakarta Governor Basuki ""Ahok"" Tjahaja Purnama.",Protests
"On December 2, in Surakarta (Surakarta, Central Java), protestors took out a massive demonstration against Jakarta Governor Basuki ""Ahok"" Tjahaja Purnama.",Protests
"On November 25, in Menteng (Central Jakarta, Jakarta), members of the Islamic Students Association (HMI) and volunteers of humanitarian organization Aksi Cepat Tanggap (ACT) held a protest in front of the Myanmar Embassy, condemning the unjust treatment received by Rohingya Muslims in Myanmar and demanding the government kick Myanmar representatives out of the country.",Protests
"On November 24, in Kebayoran Baru (South Jakarta, Jakarta), activists staged a protest at the House of Representatives, encouraging the legislature's ethics council (MKD) to investigate alleged ethics violations by House Speaker Ade.",Protests
"On November 4, in Merdeka (Central Jakarta, Jakarta), a riot broke out during a rally at the State Palace as rioting rally participants and police attacked each other. There were some reported injuries.",Riots
"On November 2, in Palmerah (West Jakarta, Jakarta), a rioting mob of Muslim actors tried to attack Jakarta Governor Basuki ""Ahok"" Tjahaja Purnama during a campaign stop. There were no injuries.",Riots
"On 26 October 2016, unrest broke out when a young Papuan was stabbed by a man from another ethnic group at a food stall in Sanggeng, Manokwari town, Papua province, for not paying for his meal. Hundreds of Papuans put up road blocks and allegedly attacked a military officer. They burned six motorcycles belonging to the police and attempted to destroy a police post. In response the police fired indiscriminately into the crowd hitting 7 people, one of which died on the way to the hospital. [size=hundreds]",Riots
"On October 24, in Merdeka (Central Jakarta, Jakarta), around one thousand doctors staged a protest in front of the State Palace to reject the government's Primary Services Doctors (DLP) education program.",Protests
"On 17 October 2016, seven men and six women were publicly caned between nine and twenty-five times at Al Ikhlas Mosque in Gampong Keuramat village of Kuta Alam subdistrict in Banda Aceh city, Aceh province, for breaking Islamic law that prohibits being alone with someone of the opposite sex who is not a marriage partner or relative, and committing sexual intimacy outside marriage.",Violence against civilians
"On October 14, in Surabaya (Surabaya, East Java), thousands of Muslims grouped under the East Java United Muslims Community Movement (GUIB) staged rallies in front of the East Java Police headquarters and East Java High Prosecutor's Office, voicing their demands against Governor Ahok.",Protests
"On October 14, in Bandung (Bandung, West Java), there was a rally staged by the Alliance of West Java Muslim Movements, demanding Ahok's arrest.",Protests
"On October 14, in Gambir (Central Jakarta, Jakarta), protestors took out a massive demonstration against Jakarta Governor Basuki ""Ahok"" Tjahaja Purnama.",Protests
"On October 12, in Surakarta (Surakarta, Central Java), over a hundred Go-Jek drivers protested against conventional ojek (motorcycle taxi) drivers at Purwosari Railway Station over the assault of a Go-Jek driver the previous night.",Protests
"On October 5, in Gorontalo province, more than 20 journalists affiliated with AJI and the Indonesian Television Journalists Association (IJTI) staged a peaceful rally at the Gorontalo Military Command, while boycotting the TNI's 71st anniversary.",Protests
"On October 5, in Purwokerto (Banyumas, Central Java), a group of journalists staged a protest rally and denounced violent acts committed by TNI members against media workers.",Protests
"On October 3, in Kemang (South Jakarta, Jakarta), hundreds of app-based ojek (motorcycle taxi) drivers employed by Go-Jek staged a peaceful rally in front of the company's office, questioning a company policy believed to cause dwindling incomes.",Protests
"On September 29, in Medan (Medan, North Sumatra), hundreds of workers from various labor unions in North Sumatra rallied to protest the implementation of the tax amnesty scheme by President Joko Widodo's Administration.",Protests
"On September 29, in Merdeka (Central Jakarta, Jakarta), workers stage a protest rejecting the Tax Amnesty Law and demanded a minimum wage hike.",Protests
"On September 26, in Mataram (West Lombok, West Nusa Tenggara), scores of activists, students and farmer representatives grouped in the West Nusa Tenggara (NTB) People's Defenders Front (FPR) rallied at the Mataram gubernatorial office.",Protests
"On September 26, in Makassar (Makassar, South Sulawesi), rioters vandalized the Gowa Legislative Council building for political reasons.",Riots
"On September 20, in Mandiangin (Sarolangun, Jambi), one person was killed during an armed clash involving residents from two villages over an unknown communal issue.",Other
"On September 19, in Gambir (Central Jakarta, Jakarta), dozens of drivers who call themselves the Online Drivers Association staged a protest in front of the State Palace, demanding that the President revoke the controversial Transportation Ministry Regulation No. 32/2016.",Protests
"On September 19, in Tombua (Poso, Central Sulawesi), an armed clash broke between the Tinombala Task Force and the Mujahidin Indonesia of East Tinombala (MIT) and claimed the life of one man suspected to have been Santoso's follower.",Other
"Assumed September 13-14, in Tebet (South Jakarta, Jakarta), a group of people calling themselves the Gerakan Rakyat Anti Penipuan or GARAP (Anti-Fraud People Movement) protested in front PT Sari Melati Kencana office, demanding the company stop producing unhealthy foods.",Protests
"On September 11, in Menteng (Central Jakarta, Jakarta), the National Association of University Student Executive Bodies (BEM SI) held a protest rally to protest the resumption of Jakarta Bay reclamation projects following the government's decision to proceed with the controversial development plan.",Protests
"On September 9, in Tambora (Central Jakarta, Jakarta), protestors demonstrated against Jakarta Governor Basuki ""Ahok"" Tjahaja Purnama as he officially opened the Kampung Duri Market.",Protests
"On August 27, in Rantau Panjang (Merangin, Jambi), police headquarters was attacked and set on fire by residents following the arrest of a resident for taking mineral ore from an unlicensed gold-mining site and selling it. No injuries reported.",Riots
"Assumed August 24-25, in Menteng (Central Jakarta, Jakarta), hundreds of people claimed from the Jaringan Rakyat Miskin Jakarta (Jakarta's Poor People Network) waged a protest in front of the regional office of the National Democratic Party of Struggle (PDIP) opposing Ahok to be the new governor.",Protests
"On August 24, in Tomang (West Jakarta, Jakarta), a riot broke out at Trisakti University campus. The riot was allegedly sparked by the planned inauguration of new Trisakti University rector carried out by the foundation. No reports of injuries, but 200 sharpened bamboo sticks were found on the campus. Police dispersed the rioters.",Riots
"On August 23, in Gambir (Central Jakarta, Jakarta), activists and fishermen stage a rally outside the Maritime Affairs and Fisheries Ministry. The protesters from the People's Coalition for Fisheries Justice (Kiara) demanded the government fight against pirates who have threatened the lives of fishermen.",Protests
"On August 23, in Jayapura regency (Papua), a communal conflict broke out in a hamlet when people from a neighboring village reportedly set 15 houses on fire while residents were in bed. The actors carried spears, machetes and bows and arrows.",Other
"On August 22, in Mangga Besar (West Jakarta, Jakarta), residents from a mainly Chinese-Indonesian neighborhood protested against their planned eviction by businessman Deepak Rupo Chugani assisted by the West Jakarta municipality.",Protests
"On August 15, in Kemang (South Jakarta, Jakarta), more than 100 motorcycle and car drivers from ride-hailing application Go-Jek staged a rally at their office to protest a new company regulation that they deem is unaccommodating.",Protests
"On August 15, in Jayapura (Jayapura, Papua), the National Committee for West Papua (KNPB) rioted, burned tires and vandalized vendors, and the Jayapura City Police arrested six demonstrators for allegedly committing anarchistic acts.",Riots
"On August 9, in Surabaya (Surabaya, East Java), dozens of women incorporated in the East Java Women Alliance hold a rally in front of the Surabaya Regional Representatives Council office, demanding Surabaya Mayor Tri Rismaharini to remain in Surabaya for the next five years.",Protests
"On August 7, in Makassar (Makasser, South Sulawesi), members of Kota Besar Resort Police were involved in a clash with members of the Makassar Public Order Agency (Satpol PP). Several people were injured and one was killed in the clash.",Other
"On August 3, in Sari Rejo (Medan, North Sumatra), Hundreds of residents of Sari Rejo sub district in Medan, North Sumatra, blocked an access road to the Soewondo Airbase in protest against the Air Force's claim to 260 hectares of disputed land, on which it intends to build a barracks.",Protests
"On July 31, in Manggarai (South Jakarta, Jakarta), dozens of residents staged a protest over state-owned railway company PT KAI's plan to evict residents from their houses.",Protests
"On July 24, in Timika (Mimika, Papua), there was an armed inter-communal clash that left three people killed and dozens injured, along with 25 houses burned down and dozens of others damaged. Scores of vehicles were also set alight.",Other
"Assumed July 18-19, in Jakarta province, women and men come together in a rally protesting sexual violence against women, calling on the government to ensure proper punishment of the perpetrators of sexual violence.",Protests
"On July 18, in Poso district (Central Sulawesi), Santoso, the leader of the Eastern Indonesia Mujahidin (MIT) Islamic militant group, was killed in a gun battle with security personnel.",Other
"On July 15, in Yogyakarta (Yogyakarta), police arrested seven students who were protesting in support of the United Liberation Movement for West Papua (ULMWP) to become a permanent member of the Melanesian Spearhead Group (MSG).",Protests
"Assumed June 16, in Yogyakarta (Yogyakarta), activists grouped under the People's Movement for Unified Papua, a part of the Free Papua Movement (OPM), staged a rally to protest against violence and the detention of fellow activists by the government.",Protests
"On June 16, in Yogyakarta (Yogyakarta), a group of young artists under the Alliance for Art Jog 2016 Boycott protested for the Art Jog 2016 committee to return a sponsorship money worth Rp100 million (US$7,500) given by mining company PT Freeport Indonesia.",Protests
"Assumed June 8, in Padang City (Padang, West Sumatra), there was a riot in Pertamina's fuel filling point. Reason and number of injuries unknown.",Riots
"On May 26, in Semarang (Semarang, Central Java), around 1,000 students at the State University of Semarang (Unnes) staged a demonstration protesting against the size of the student contribution for campus development.",Protests
"On May 25, in Tebet (South Jakarta, Jakarta), public minivan drivers blockaded a road (assumed with their cars) during a strike protesting the actions of public order officers who often tow their minivans for allowing passengers to board near the Tebet railroad crossing.",Riots
"On May 20, in Gambir (Central Jakarta, Jakarta), a protest by around 100 people from various mass organizations demanding the resignation of Jakarta Governor Basuki ""Ahok"" Tjahaja Purnama turned violent in front of the City Council building, throwing bottles, bamboo sticks, and stones at those on the premises.",Riots
"On May 20, in Setiabudi (South Jakarta, Jakarta), there was a demonstration launched by the Alliance of North Jakarta Residents at the Corruption Eradication Commission (KPK) that turned violent, causing property damage. The unrest turned into a clash between the rioters and police officers that resulted in temporary road closures and a number of injuries.",Riots
"On May 19, in Tambakromo (Pati, Central Java), around 2,000 farmers from several villages demonstrated as part of a rally from Ngerang Village to the Pati City Square. They called on the Pati regency administration to preserve the environment and heed their demands for a halt to the planned construction of a cement factory in the area surrounding their villages.",Protests
"On May 15, in Cirebon City (Cirebon, West Java), a number of activists with the Break Free Coalition launched a protest against an expansion plan of the Steam-Fueled Power Plant (PLTU).",Protests
"On May 15, in Surakarta (Surakarta, Central Java), women activists staged a rally protesting sexual violence during Car Free Day on Jl. Slamet Riyadi. The activists urged legislators to pass the sexual violence eradication bill into law.",Protests
"On May 15, in South Pesisir (Poso, Central Sulawesi), personnel of the Operation Tinombala task force and suspected members of the East Indonesia Mujahidin (MIT) Islamic militant group engaged in a shoot-out, and two members of MIT were killed.",Other
"On May 12, in Merdeka (Central Jakarta, Jakarta), thousands of Trisakti University students have congregated at the National Monument (Monas) to march towards the State Palace, to commemorate the 18th anniversary of the May 12th Incident - where four students were shot to death during a demonstration.",Protests
